ds,yhat,yhat_lower,yhat_upper
2021-08-01,161.9970392565955,73.2293223651573,243.58838733237343
2021-09-01,162.92501640648553,73.6284298913447,248.7893821569049
2021-10-01,162.71940322648481,78.6419452168166,249.0832839220014
2021-11-01,143.59622125279103,59.47674424732491,228.47541335129614
2021-12-01,143.99475578675964,62.38170816928802,229.09882969200606
2022-01-01,149.55432677246316,71.73011027353411,237.3264740607663
2022-02-01,151.3503565537597,67.01877956210878,241.03192469582837
2022-03-01,154.59912086428983,69.73723995141565,232.55023272804132
2022-04-01,167.1732880756385,76.54722100393663,251.28138466712417
2022-05-01,167.79232797635518,80.83380306668505,253.4128300890556
2022-06-01,173.33223716197134,84.95435882318174,255.58280813682637
2022-07-01,174.4717677488273,87.23414349119014,263.42000861201706
2022-08-01,175.8071877977353,92.00971257684982,265.33713361530016
2022-09-01,176.93947207235794,96.02509664347983,260.0904624044355
2022-10-01,176.89510555106003,93.80625082752222,261.7718923375366
2022-11-01,156.9707497145094,68.63646634536906,246.5998349612502
2022-12-01,157.52128222826718,66.96413941154607,245.934109089056
2023-01-01,163.4272039031619,80.038848592552,249.99794883102817
2023-02-01,164.94997280808218,85.19429282907308,252.24548292241673
2023-03-01,168.34664942911624,79.31444320452678,254.56315589349416
2023-04-01,181.00961311143973,97.67428693760732,270.18861585605237
2023-05-01,181.2559992402748,96.89170886656882,262.6208744341111
2023-06-01,186.72945349647333,109.27772978003694,273.6864766873808
2023-07-01,187.8056837880835,101.160814074705,270.95829366856026
2023-08-01,189.36765777481412,101.78194345091225,273.6695153801354
2023-09-01,190.647465026365,105.34716834969272,278.8825144474573
2023-10-01,190.6899642261962,107.57075685123662,275.8751633621862
2023-12-01,170.5944785434512,86.22949849280694,251.70089192861334
2024-01-01,176.79471298150344,85.23585001863857,264.0528876272059
2024-02-01,178.03253720231737,95.97355733327336,263.95273104987035
2024-03-01,181.33314426210103,97.91269084398333,271.2606552695833
2024-04-01,193.59186361679147,103.12870011381712,281.46896284742576
2024-05-01,194.85484672757113,108.62014378752414,280.4369457869095
2024-06-01,200.38015208993897,113.91001773233677,289.0921483685216
2024-07-01,201.51633538555478,111.5877008235665,284.0082085658702
2024-08-01,202.2483202986978,121.28590516974396,279.7416710922947
2024-09-01,202.90820637011564,114.64200206190746,287.3658575831814
2024-10-01,202.46673390627953,116.99131664313265,288.90278733936134
2024-11-01,184.08928156505462,97.10090082169764,271.82267587821
2024-12-01,184.28828760347508,91.00730537134,268.983619661608
2025-01-01,189.4346942038431,101.69154165529599,276.57457536860903
2025-02-01,191.42016554334816,106.19738919445628,272.10750101457955
2025-03-01,194.44881835030927,107.87507743089111,280.4505282549637
2025-04-01,206.84144304439857,122.80535906599735,293.40298487210237
2025-05-01,207.7542383438153,119.44132178935817,293.6171203666999
2025-06-01,213.25571814510036,133.55517528740944,298.22763182525466
2025-07-01,214.36130410891482,132.17077024238324,293.0893641073607
2025-08-01,215.36421606781656,134.73514978897845,303.61518546693617
2025-09-01,216.23403114648463,131.97894797622575,303.5967426869025
2025-10-01,215.97213209111302,134.04455777710479,303.1258293321797
2025-11-01,196.79078804032696,115.21347770386325,288.61238317194733
2025-12-01,197.13303669323454,107.17453339509589,279.5112528326596
2026-01-01,202.6344456018394,121.07313471960305,289.72367306312714
2026-02-01,204.37231330604334,123.87144972144705,289.88433697649043
2026-03-01,207.56854412551516,122.22099120897725,297.27035177734894
2026-04-01,220.0845492574836,141.60823151468827,296.61514636581904
2026-05-01,220.64730327492234,135.37008497300468,307.3991749582484
2026-06-01,226.12905038115892,140.35500896445683,314.94979164298996
2026-07-01,227.21233339327432,136.29537832356993,317.915850594789
2026-08-01,228.48963094828818,142.2405359962109,313.70420231298374
2026-09-01,229.56379272901617,147.035986115423,310.21966703405246
2026-10-01,229.4631786329795,142.23695363774053,315.33700455554265
2026-11-01,209.48571755261872,119.09546573337141,289.55021890858694
2026-12-01,209.9848578949425,123.83975974149841,298.28750768949254
2027-01-01,215.83767432602866,128.13939842791663,305.518498428427
2027-02-01,217.32627849961466,132.56735440457703,295.30969620164706
2027-03-01,220.69209665363573,136.3280260531519,311.56624518013876
2027-04-01,233.32089560462458,149.14809413431135,319.0133305371315
2027-05-01,233.53421909023604,147.6606212832934,325.65245483627785
2027-06-01,239.00045121569332,149.926358487414,317.81429239130387
2027-07-01,240.06969234852053,160.0987403236649,327.06855293114216
2027-08-01,241.62444420450962,157.35457636752542,327.5536959391104
2027-09-01,242.89702932531742,158.66979646271483,328.72513472037036
2027-10-01,242.93952852059203,152.11296065857962,331.55128476243465
2027-11-01,222.17456303460057,135.9582226733522,307.0739877826188
2027-12-01,222.84404282858236,140.5394585501355,309.02515069964846
2028-01-01,229.04427726192773,142.5376780176799,313.99028716120034
2028-02-01,230.28210147803495,143.6015549248204,309.2351219365673
2028-03-01,233.58270853781812,145.28916154456417,323.0192525183011
2028-04-01,245.8414278925089,160.55934745120186,324.0919606078039
2028-05-01,247.10441100328737,162.04624139488908,330.9595449045186
2028-06-01,252.62971636565666,167.03382353438602,338.23872904923866
2028-07-01,253.7658996612711,174.5270036149422,336.67214964995986
2028-08-01,254.4978845744138,170.3479751056496,339.1070310315859
2028-09-01,255.15777064583486,174.4829895789853,338.7650581469395
2028-10-01,254.7162981819935,162.51501697343073,335.48625892143815
2028-11-01,236.33884584076674,155.39117504298466,322.68618938392444
2028-12-01,236.53785187919175,151.0612671003967,327.8331327511682
2029-01-01,241.6842584795592,148.43548422113957,320.2787858994632
2029-02-01,243.6697298190665,154.51498302225747,320.7433453921349
2029-03-01,246.69838262602582,161.9996586619879,335.6041543058292
2029-04-01,259.0910073201134,177.27023095962346,339.6526715104853
2029-05-01,260.0038026195292,178.87442293576927,341.15148534772055
2029-06-01,265.50528242081515,180.76506158055315,345.61158556168573
2029-07-01,266.6108683846323,186.6099707550576,341.79458786332714
2029-08-01,267.6137803435339,184.87900549055286,353.9121318858365
2029-09-01,268.48359542219805,183.2008990753562,353.6975862330761
2029-10-01,268.22169636682827,174.91769435711578,350.2292265168031
2029-11-01,249.0403523160397,165.24537088432007,330.7411266154482
2029-12-01,249.38260096895343,165.2737030186993,338.1786569199281
2030-01-01,254.88400987755497,170.5206086321396,341.41277897433594
2030-02-01,256.6218775817577,174.31918477805496,343.6395458082844
2030-03-01,259.8181084012336,169.75517510736913,344.85655012194576
2030-04-01,272.334113533201,187.40616010306738,360.64501402484973
2030-05-01,272.8968675506424,184.06063764277684,359.3266809939657
2030-06-01,278.37861465687547,195.0872129459307,369.63317421974756
2030-07-01,279.4618976689908,191.78097468233116,364.6424155814806
2030-08-01,280.7391952240046,189.8886014655031,366.424775627136
2030-09-01,281.81335700473085,196.69145499424815,365.61492872999867
2030-10-01,281.71274290869445,199.84647702872323,364.3936279526502
2030-11-01,261.7352818283376,179.862328000937,351.5483402670624
2030-12-01,262.23442217066173,183.83889708774757,341.64860642999787
2031-01-01,268.0872386017458,179.1754203844345,355.63981152750176
2031-02-01,269.57584277533044,183.7031315750862,352.9425910920611
2031-03-01,272.94166092935274,182.4548827453526,359.1879527244714
2031-04-01,285.5704598803409,202.44254869770884,371.22458241232295
2031-05-01,285.7837833659489,198.55294556426654,377.80415558605995
2031-06-01,291.25001549140916,206.74469947302197,373.95591032185325
2031-07-01,292.3192566242368,206.42057692453764,381.2111609389377
2031-08-01,293.87400848022526,203.87131672928663,374.8574319283762
2031-09-01,295.1465936010351,214.75622388575707,380.3570571468196
2031-10-01,295.1890927963153,214.6676186825875,381.86526352075674
2031-11-01,274.4241273103144,183.8313808865219,358.41568504682874
2031-12-01,275.0936071043012,191.2127779365833,358.9101820515561
2032-01-01,281.293841537644,198.6614349262003,364.20737258238285
2032-02-01,282.53166575375155,194.54282425235255,372.43940959891773
2032-03-01,285.83227281353226,197.1922305412667,371.70547023791346
2032-04-01,298.0909921682255,219.10857841404658,383.83415763978826
2032-05-01,299.35397527900204,211.92505720014418,373.9999969184928
2032-06-01,304.8792806413743,215.34833832107992,389.50907006131644
2032-07-01,306.01546393698754,221.623396212381,393.1719869983877
2032-08-01,306.7474488501304,218.8235317562957,391.1584311826808
2032-09-01,307.4073349215493,221.39091955444917,392.80200422884695
2032-10-01,306.9658624577203,221.14255962463707,389.28075368697733
2032-11-01,288.58841011648764,205.58272757835843,370.2191068468082
2032-12-01,288.7874161549089,201.54469066272264,373.8265148180426
2033-01-01,293.9338227552759,215.0517314289993,382.81761723169427
2033-02-01,295.9192940947826,208.00279816764015,372.15722906465413
2033-03-01,298.94794690174166,212.113857018242,374.85889799638807
2033-04-01,311.34057159583443,221.53438568466837,393.96649449666546
2033-05-01,312.25336689524676,227.85172445653717,398.730109707277
2033-06-01,317.7548466965344,237.76896969252456,407.6918058275027
2033-07-01,318.86043266034613,229.26321906714568,407.27789730562307
2033-08-01,319.8633446192526,234.20786453328262,407.93835283499396
2033-09-01,320.7331596979207,236.3349273739612,409.20495434441887
2033-10-01,320.47126064254326,232.4893572096315,409.9767016624971
2033-11-01,301.2899165917593,208.5904825272792,392.3364062790237
2033-12-01,301.6321652446658,222.65871111647445,385.6307510841849
2034-01-01,307.1335741532734,221.20776014571666,388.0480287315881
2034-02-01,308.87144185747394,221.53864484520318,397.9891889632641
2034-03-01,312.0676726769483,225.24487795830765,395.2553254957502
2034-04-01,324.58367780891666,235.0006625754195,406.59906604984144
2034-05-01,325.14643182635945,239.89402139423115,404.42509222675335
2034-06-01,330.62817893258716,243.9242912584284,419.24230655533484
2034-07-01,331.71146194470816,250.18573251385527,412.42516596627956
2034-08-01,332.98875949972114,241.04475294741556,413.45857116374253
2034-09-01,334.06292128044845,249.69534913578485,419.09017377308135
2034-10-01,333.9623071844154,247.67259307226936,424.8753657605219
2034-11-01,313.9848461040489,231.7905621154252,395.0310278326146
2034-12-01,314.4839864463765,223.78454750289072,406.08157231229285
2035-01-01,320.3368028774612,233.02369694847454,405.0900202113093
2035-02-01,321.82540705104844,237.16306385280004,411.95591427983686
2035-03-01,325.19122520507074,238.00678374126193,407.1770268381372
2035-04-01,337.820024156058,249.91178599801992,422.44901695489995
2035-05-01,338.03334764166635,251.8315823288419,431.3697077341193
2035-06-01,343.4995797671251,254.89719684298893,426.4979681247288
2035-07-01,344.5688208999545,259.70398210144964,428.6802229774204
2035-08-01,346.1235727559409,261.27972131005566,431.1628047844218
2035-09-01,347.39615787675626,269.2349102383949,437.3818346860187
2035-10-01,347.43865707203105,260.4226805303504,429.36265053102136
2035-11-01,326.67369158603327,240.9682109218268,409.5225145257176
2035-12-01,327.34317138001825,236.6335108908802,412.89485869428074
2036-01-01,333.543405813363,254.50259320010136,422.2243585441993
2036-02-01,334.7812300294684,251.16673218748033,420.2616629809208
2036-03-01,338.0818370892497,254.90173502541253,424.02846189343876
