DATE,REAL,PREDICTED
2025-04-01,152.5,236.3626144740191
2025-05-01,152.5,237.4413847885953
2025-06-01,152.5,243.57671140620755
2025-07-01,152.5,244.84029464031747
2025-08-01,152.5,245.9374548858071
2025-09-01,152.5,246.88389592450224
2025-10-01,152.5,246.5647681838898
2025-11-01,152.5,227.7178412573619
2025-12-01,152.5,225.95552251907876
2026-01-01,152.5,233.6551580627357
2026-02-01,152.5,235.72259115535576
2026-03-01,152.5,239.4791775886128
